pattern,normalized
*.HadesLocker,.HadesLocker
*.HAes,.HAes
*.HaHaHaHaHaHaHaHa,.HaHaHaHaHaHaHaHa
*.HAHAHAIAMABULLY,.HAHAHAIAMABULLY
*.hajd,.hajd
*.haka,.haka
*.Hakbit,.Hakbit
*.HakunaMatata,.HakunaMatata
*.Halloware,.Halloware
*.HAM,.HAM
*.hamster,.hamster
*.hannah,.hannah
*.HANTA,.HANTA
*.HAPP,.HAPP
*.happenencedfiles,.happenencedfiles
*.happy,.happy
*.happy*,.happy
*.happydayzz,.happydayzz
*.happyness,.happyness
*.happythreechoose,.happythreechoose
*.hardbit2,.hardbit2
*.harditem,.harditem
*.harma,.harma
*.haron,.haron
*.harward,.harward
*.Harzhuangzi,.Harzhuangzi
*.hasp,.hasp
*.haters,.haters
*.havoc,.havoc
*.hawk,.hawk
*.hazard*,.hazard
*.hb15,.hb15
*.hbdalna,.hbdalna
*.hc,.hc
*.hc6,.hc6
*.hc7,.hc7
*.hccapx,.hccapx
*.hceem,.hceem
*.hck,.hck
*.hcked,.hcked
*.hcy,.hcy
*_HD,_HD
*.HDDCryptor,.HDDCryptor
*.hdeaf,.hdeaf
*.hdmr,.hdmr
*._HE,._HE
*.health,.health
*.hebem,.hebem
*.Heda,.Heda
*.heets,.heets
*.Heimdall,.Heimdall
*.heisenberg,.heisenberg
*.hela,.hela
*.held,.held
*.hello,.hello
*.hellokitty,.hellokitty
*.hellomynameisransom,.hellomynameisransom
*.Hells,.Hells
*.help,.help
*.help_restoremydata,.help_restoremydata
*._HE._LP,._HE._LP
*.Help50,.Help50
*.HelpDCFile,.HelpDCFile
*.helper,.helper
*.helpmeencedfiles,.helpmeencedfiles
*.helpo,.helpo
*.helppme@india.com.ID83994902,.helppme@india.com.ID83994902
*.help.Ransom,.help.Ransom
*.hels,.hels
*.hen_ry_217,.hen_ry_217
*.hendrix,.hendrix
*.henry217,.henry217
*.HENTAI,.HENTAI
*.herad,.herad
*.herbst,.herbst
*.Hermes,.Hermes
*.hermes666,.hermes666
*.hermes837,.hermes837
*.hero77,.hero77
*.HeroesOftheStorm,.HeroesOftheStorm
*.heronpiston,.heronpiston
*.Heropoint,.Heropoint
*.heroset,.heroset
*.herrco,.herrco
*.hese,.hese
*.hets,.hets
*.hex911,.hex911
*.hexalocker,.hexalocker
*.H_F_D_locked,.H_F_D_locked
*.hfgd,.hfgd
*.hgew,.hgew
*.hgfu,.hgfu
*.hgjzitlxe,.hgjzitlxe
*.hgkd,.hgkd
*.hgml,.hgml
*.hgsh,.hgsh
*.hhaz,.hhaz
*.hhee,.hhee
*.hheo,.hheo
*.hhew,.hhew
*.HHFEHIOL,.HHFEHIOL
*.hhjk,.hhjk
*.hhmm,.hhmm
*.hhoo,.hhoo
*.hhqa,.hhqa
*.hhuy,.hhuy
*.hhwq,.hhwq
*.hhyu,.hhyu
*.hicrypt,.hicrypt
*.Hidden,.Hidden
*.HiddenTear,.HiddenTear
*.hilda,.hilda
*.HildaCrypt,.HildaCrypt
*.hilegofprencrp,.hilegofprencrp
*.himr,.himr
*.himynameisransom,.himynameisransom
*.HIP1,.HIP1
*.HIP1*,.HIP1
*.hitler,.hitler
*.hive,.hive
*.HIVELOCKED,.HIVELOCKED
*.hj36MM,.hj36MM
*.HJAWF,.HJAWF
*.hjgdl,.hjgdl
*.hjutm,.hjutm
*.HKCrypt,.HKCrypt
*.hkgt,.hkgt
*.Hknet,.Hknet
*.~HL*,.~HL
*.hlas,.hlas
*.hncdumn,.hncdumn
*.hNcrypt,.hNcrypt
*.hnumkhotep,.hnumkhotep
*.hnx911,.hnx911
*.hnyear,.hnyear
*.hofos,.hofos
*.hog,.hog
*.HollyCrypt,.HollyCrypt
*.HolyCrypt,.HolyCrypt
*.homer,.homer
*.honkai,.honkai
*.honor,.honor
*.hoop,.hoop
*.horon,.horon
*.Horriblemorning,.Horriblemorning
*.horrors,.horrors
*.Horros,.Horros
*.horse,.horse
*.Horse4444,.Horse4444
*.horsedeal,.horsedeal
*.horseleader,.horseleader
*.horseliker,.horseliker
*.HORSEMONEY,.HORSEMONEY
*.horsuke,.horsuke
*.hotcoffee,.hotcoffee
*.how,.how
*.howareyou,.howareyou
*.howcanihelpusir,.howcanihelpusir
*.HPJ,.HPJ
*.HQ_52_42,.HQ_52_42
*.hr,.hr
*.hrm,.hrm
*.H@RM@,.H@RM@
*.hrosa,.hrosa
*.hrosas,.hrosas
*.hruu,.hruu
*.htrs,.htrs
*.hub,.hub
*.Hucky,.Hucky
*.hudf,.hudf
*.hudson,.hudson
*.huis_bn,.huis_bn
*.HuiVJope,.HuiVJope
*.hunt,.hunt
*.Hunt2,.Hunt2
*.Hunted3,.Hunted3
*.HUNTER,.HUNTER
*.hush,.hush
*.HUSTONWEHAVEAPROBLEM@KEEMAIL.ME,.HUSTONWEHAVEAPROBLEM@KEEMAIL.ME
*.Huy,.Huy
*.hv88g2,.hv88g2
*.hvzgbo,.hvzgbo
*.HWABAG,.HWABAG
*.Hydra,.Hydra
*.HydraCrypt,.HydraCrypt
*.hydracrypt_ID*,.hydracrypt_ID
*.hydrox,.hydrox
*.hyena,.hyena
*.hyena111,.hyena111
*.hyfencb,.hyfencb
*.hyj,.hyj
*.hype,.hype
*.iaufkakfhsaraf,.iaufkakfhsaraf
*.icanfix,.icanfix
*.ICE,.ICE
*.icp,.icp
*.ICQ@PIZZASUCKER,.ICQ@PIZZASUCKER
*.icyoaezi,.icyoaezi
*.ID.GORILLA,.ID.GORILLA
*.ID.VENDETTA,.ID.VENDETTA
*.IdontCareLOck,.IdontCareLOck
*.IEncrypt,.IEncrypt
*.Ieph0uxo,.Ieph0uxo
*.Iexei8bo,.Iexei8bo
*.iFire,.iFire
*.ifla,.ifla
*.IFN643,.IFN643
*.ifuckedyou,.ifuckedyou
*.igal,.igal
*.igdm,.igdm
*.iGotYou,.iGotYou
*.igvm,.igvm
*.igza4c,.igza4c
*.IHA,.IHA
*.ihsdj,.ihsdj
*.iicc,.iicc
*.iiof,.iiof
*.iips,.iips
*.iisa,.iisa
*.iiss,.iiss
*.ILElection2020,.ILElection2020
*.ILLNEST,.ILLNEST
*.ILMWL,.ILMWL
*.iloveworld,.iloveworld
*.imi,.imi
*.immunityyoung@aol.com.young,.immunityyoung@aol.com.young
*.impect,.impect
*.imploder,.imploder
*.improved,.improved
*.Ims00ry,.Ims00ry
*.Imshifau,.Imshifau
*.imsorry,.imsorry
*@inbox.ru*,@inbox.ru
*.INC,.INC
*.INCANTO,.INCANTO
*.inchin,.inchin
*.incpas,.incpas
*@india.com,@india.com
*.indonesia,.indonesia
*.indrik,.indrik
*.InducVirus,.InducVirus
*.infected,.infected
*.INFECTION,.INFECTION
*.infileshop@gmail_com_ID44,.infileshop@gmail_com_ID44
*.Infinite,.Infinite
*.InfiniteTear,.InfiniteTear
*.InfinityLock,.InfinityLock
*.infinte,.infinte
*.info,.info
*.InfoDot,.InfoDot
*.info@mymail9.com,.info@mymail9.com
*.info@shareby.com,.info@shareby.com
*.infowait,.infowait
*.inlock,.inlock
*.innok,.innok
*.insane,.insane
*.InsaneCrypt,.InsaneCrypt
*.insom,.insom
*.insta,.insta
*.intel,.intel
*.interlock,.interlock
*.invaded,.invaded
*.invader,.invader
*.ioqa,.ioqa
*.ior,.ior
*.iotr,.iotr
*.iowd,.iowd
*.Ipcrestore,.Ipcrestore
*.ipm,.ipm
*.ipygh,.ipygh
*.iq20,.iq20
*.IQ_IQ,.IQ_IQ
*.iqll,.iqll
*.iqy,.iqy
*.iRansom,.iRansom
*.irfk,.irfk
*.irjg,.irjg
*.irkf,.irkf
*.Iron,.Iron
*.ironhead,.ironhead
*.iroubalsct,.iroubalsct
*.isal,.isal
*.Ishtar,.Ishtar
*.isis,.isis
*.iskaluz,.iskaluz
*.isolated,.isolated
*.isos,.isos
*.ispfv,.ispfv
*.israbye,.israbye
*.iswr,.iswr
*.isza,.isza
*.it,.it
*.ithh,.ithh
*.ITLOCK,.ITLOCK
*.itlock*,.itlock
*.itqw,.itqw
*.itrz,.itrz
*.itsa,.itsa
*.ITTZN,.ITTZN
*.itunes,.itunes
*.iudgkwv,.iudgkwv
*.IWAN,.IWAN
*.IWANT,.IWANT
*.iwanthelpuuu,.iwanthelpuuu
*.iwanttits,.iwanttits
*.j3rd,.j3rd
*.j3ster,.j3ster
*.j91d,.j91d
*.JabaCrypter,.JabaCrypter
*@jabber.mipt.ru,@jabber.mipt.ru
*.jack,.jack
*.Jack.Pot,.Jack.Pot
*.jackalock,.jackalock
*.jackpot27,.jackpot27
*.jaff,.jaff
*.Jager,.Jager
*.*jalicry*,.jalicry
*.james,.james
*_jamesbond,_jamesbond
*.jamper,.jamper
*.JANELLE,.JANELLE
*.jaoy,.jaoy
*.japan,.japan
*.JapanLocker,.JapanLocker
*.jaqw,.jaqw
*.Jarjets,.Jarjets
*.jasa,.jasa
*.java,.java
*.javaencrypt,.javaencrypt
*.javalocker,.javalocker
*.jawr,.jawr
*.jaythl,.jaythl
*.jazi,.jazi
*.JB88,.JB88
*.jbptlio,.jbptlio
*.jc,.jc
*.jcry,.jcry
*.jcrypt,.jcrypt
*.JDPR,.JDPR
*.jdyi,.jdyi
*.jeepers,.jeepers
*.JeepersCrypt,.JeepersCrypt
*.Jeffery,.Jeffery
*.Jemd,.Jemd
*.jenkins,.jenkins
*.jes,.jes
*.jessy,.jessy
*.jest,.jest
*.jett,.jett
*.jewsomware,.jewsomware
*.jey,.jey
*.JezRoz,.JezRoz
*.JFCWF,.JFCWF
*.jhbg,.jhbg
*.jhdd,.jhdd
*.jhgn,.jhgn
*.jiang,.jiang
*.jigsaaw,.jigsaaw
*.jigsaw,.jigsaw
*.jimm,.jimm
*.jinwooksjinwooks,.jinwooksjinwooks
*.jjtt,.jjtt
*.jjww,.jjww
*.jjyy,.jjyy
*.JKOUOGVG,.JKOUOGVG
*.JLCW2,.JLCW2
*.JLQUF,.JLQUF
*.jnec,.jnec
*.JNEC.a,.JNEC.a
*.JobCrypter,.JobCrypter
*.jodis,.jodis
*.JoeGo,.JoeGo
*.JohnnieWalker,.JohnnieWalker
*.jojocrypt,.jojocrypt
*.jokdach,.jokdach
*.joker,.joker
*.jopanaxye,.jopanaxye
*.jope,.jope
*.josep,.josep
*.JosepCrypt,.JosepCrypt
jpa.*,jpa.
*.jpg.js*,.jpg.js
*.JRB,.JRB
*.jron,.jron
*.JRP,.JRP
*.jse,.jse
*.jsus,.jsus
*.jsworm,.jsworm
*.jswrm,.jswrm
*.judge,.judge
*.JuicyLemon,.JuicyLemon
*.Juli,.Juli
*.Jumper,.Jumper
*.jungle@*,.jungle@
*.JungleSec,.JungleSec
*.junior,.junior
*.junked,.junked
*.jupstb,.jupstb
*.just,.just
*.justbtcwillhelpyou,.justbtcwillhelpyou
*.justice,.justice
*.jwjs,.jwjs
*.jycx,.jycx
*.jyos,.jyos
*.jypo,.jypo
*.jyqji,.jyqji
*.jywd,.jywd
*.jzeq,.jzeq
*.jzie,.jzie
*.jzphmsfs,.jzphmsfs
*.k,.k
*.k0stya,.k0stya
*.k1ng*,.k1ng
*.K8VfiZ,.K8VfiZ
*.kaaa,.kaaa
*.Kaenlupuf,.Kaenlupuf
*.kafan,.kafan
*.kali,.kali
*.karen,.karen
*.karl,.karl
*.KARLOS,.KARLOS
*.karls,.karls
*.Karma,.Karma
*.KARMANKA,.KARMANKA
*.KARMA_V2,.KARMA_V2
*.Karmen,.Karmen
*.karne,.karne
*.Karo,.Karo
*.karsovrop,.karsovrop
*.Kasiski,.Kasiski
*.kasp,.kasp
*.kasper,.kasper
*.katipuneros,.katipuneros
*.katyusha,.katyusha
*.KawaiiLocker,.KawaiiLocker
*.KAxoAgY,.KAxoAgY
*.kb15,.kb15
*.*KBK,.KBK
*.kcbu,.kcbu
*.kci0n,.kci0n
*.kcry,.kcry
*.kcvp,.kcvp
*.KCW,.KCW
*.kcwenc,.kcwenc
*.KCWTT,.KCWTT
*.ke3q,.ke3q
*.kee,.kee
*.keepcalm,.keepcalm
*.kekpop,.kekpop
*.kekw,.kekw
*.kencf,.kencf
*.KENS@TUTA.IO,.KENS@TUTA.IO
*.KeRanger,.KeRanger
*.Kerkoporta,.Kerkoporta
*.kernel_complete,.kernel_complete
*.kernel_pid,.kernel_pid
*.kernel_time,.kernel_time
*.kes$,.kes$
*.key0004,.key0004
*.KeyBTC,.KeyBTC
*.keybtc@inbox,.keybtc@inbox
*.keybtc@inbox_com,.keybtc@inbox_com
*.keygroup,.keygroup
*.keygroup777,.keygroup777
*.KEYH0LES,.KEYH0LES
*.KEYHolder,.KEYHolder
*.KEYHOLES,.KEYHOLES
*.keylock,.keylock
*.keypass,.keypass
*.KEYZ,.KEYZ
*.KEYZ.KEYH0LES,.KEYZ.KEYH0LES
*.kezoz,.kezoz
*.Kg9EX,.Kg9EX
*.kgpvwnr,.kgpvwnr
*.kharma,.kharma
*.khonsari,.khonsari
*.khronos,.khronos
*.kick,.kick
*.kifr,.kifr
*.kigatsu,.kigatsu
*.kikiriki,.kikiriki
*.kilit,.kilit
*.kill,.kill
*.killback,.killback
*.killedXXX,.killedXXX
*.KillerLocker,.KillerLocker
*.killnet,.killnet
*.killrabbit,.killrabbit
*.kimchenyn,.kimchenyn
*.kimcilware,.kimcilware
*.king,.king
*.king_ouroboros*,.king_ouroboros
*.kiop,.kiop
*.kiqu,.kiqu
*.kir,.kir
*.kiratos,.kiratos
*.Kirk,.Kirk
*.kirked,.kirked
*.kiss,.kiss
*.kitty,.kitty
*.kitu,.kitu
*.kiwm,.kiwm
*.[kixtixcy@tuta.io].kix,.[kixtixcy@tuta.io].kix
*.kizu,.kizu
*.kizu.*,.kizu.
*.kjh,.kjh
*.kk,.kk
*.KKBKR,.KKBKR
*.kkia,.kkia
*.kkk,.kkk
*.kkll,.kkll
*.kl,.kl
*.klavins,.klavins
*.klope,.klope
*.KLZUB,.KLZUB
*.kmbgdftfgdlf,.kmbgdftfgdlf
*.kmd,.kmd
*.kobos,.kobos
*.kodc,.kodc
*.kodg,.kodg
*.kok,.kok
*.KOK08,.KOK08
*.KOK8,.KOK8
*.KokoKrypt,.KokoKrypt
*.Kolobo,.Kolobo
*.kolz,.kolz
*.kook,.kook
*.kool,.kool
*.koom,.koom
*.KOPYTZEMPEREEBET,.KOPYTZEMPEREEBET
*.korea,.korea
*.koreaGame,.koreaGame
*.korrektor,.korrektor
*.KoRyA,.KoRyA
*.kostya,.kostya
*.koti,.koti
*.kovasoh,.kovasoh
*.KoxENy1Wq,.KoxENy1Wq
*.KOXIC*,.KOXIC
*.Kozy.Jozy,.Kozy.Jozy
*.kqgs,.kqgs
*.kr,.kr
*.kr3,.kr3
*.krab,.krab
*.kraken,.kraken
*.kratos,.kratos
*.KratosCrypt,.KratosCrypt
*.kraussmfz,.kraussmfz
*.KREMLIN,.KREMLIN
*.Krider,.Krider
*.Kriptor,.Kriptor
*.Kriptovor,.Kriptovor
*.Kron,.Kron
*.kronos,.kronos
*.kropun,.kropun
*.kroput,.kroput
*.kroput1,.kroput1
*.krusop,.krusop
*.kruu,.kruu
*.KRYBIT,.KRYBIT
*.krypted,.krypted
*.KryptoLocker,.KryptoLocker
*.kryptonite,.kryptonite
*.krzffw,.krzffw
*.KsiRu0w2,.KsiRu0w2
*.kslhb,.kslhb
*.KTBR,.KTBR
*.ktc,.ktc
*.ktuhzxpi,.ktuhzxpi
*.kuajw,.kuajw
*.kuiper,.kuiper
*.kuntzware,.kuntzware
*.kupidon,.kupidon
*.kuub,.kuub
*.kuus,.kuus
*.kvag,.kvag
*.kvllyatprotonmaildotch,.kvllyatprotonmaildotch
*.kwaaklocked,.kwaaklocked
*.kxde,.kxde
*.kyj,.kyj
*.kyra,.kyra
*.L00KUPRU,.L00KUPRU
*.L0CK3D,.L0CK3D
*.l0cked,.l0cked
*.L1LL,.L1LL
*.L33TAF,.L33TAF
*.l41,.l41
*.lab,.lab
*.labour,.labour
*.Ladon,.Ladon
*.lalabitch,.lalabitch
*.lalo,.lalo
*.lama,.lama
*.Lambda,.Lambda
*.lambda_l0cked,.lambda_l0cked
*.LAMBDA.LOCKED,.LAMBDA.LOCKED
*.LambdaLocker,.LambdaLocker
*.LamiaLoader,.LamiaLoader
*.lamo,.lamo
*.langolier,.langolier
*.LanRan*,.LanRan
*.LanRan2.0.5,.LanRan2.0.5
*.lanset,.lanset
*.lapoi,.lapoi
*.lasan,.lasan
*@lashbania.tv*,@lashbania.tv
*.LATCHNETWORK*,.LATCHNETWORK
*.lavasky,.lavasky
*.Lawvuhqjr,.Lawvuhqjr
*.Lazar,.Lazar
*.Lazarus*,.Lazarus
*.LAZPARKING-*,.LAZPARKING-
*.lbiaf6c8,.lbiaf6c8
*.lbkut,.lbkut
*.lck,.lck
*.lckd,.lckd
*.lcked,.lcked
*.lcphr,.lcphr
*.lcry,.lcry
*.lcryx,.lcryx
*.lczx,.lczx
*.ldhy,.ldhy
*.ldpr,.ldpr
*.LEAKDB,.LEAKDB
*.LEAKS,.LEAKS
*.LeChiffre,.LeChiffre
*.leen,.leen
*.leenapidx*,.leenapidx
*.leex,.leex
*.legacy,.legacy
*.legion,.legion
*.LEGO,.LEGO
*.leon,.leon
*.leph0uxo,.leph0uxo
*.les#,.les#
*.lesli,.lesli
*.lethal,.lethal
*.LethalLock,.LethalLock
*.letmetrydecfiles,.letmetrydecfiles
*.leto,.leto
*.letsgo290.*,.letsgo290.
*.level,.level
*.lexei8bo,.lexei8bo
*.Lexus,.Lexus
*.lezp,.lezp
*.lfk,.lfk
*.lfv77az,.lfv77az
*.LGAWPULM,.LGAWPULM
*.LGNLCKD,.LGNLCKD
*.LIGHTNING,.LIGHTNING
*.LightningCrypt,.LightningCrypt
*.like,.like
*.likud,.likud
*.lilith,.lilith
*.lilium,.lilium
*.lilmoon,.lilmoon
*.lilocked,.lilocked
*.limbo,.limbo
*.lime,.lime
*.LIN,.LIN
*.lina,.lina
*.linda,.linda
*.Lion,.Lion
*.lisp,.lisp
*.litar,.litar
*.litra,.litra
*.LittleFinger,.LittleFinger
*.live,.live
*.LIZARD,.LIZARD
*.ljaz,.ljaz
*.ljuy,.ljuy
*.lldc,.lldc
*.llee,.llee
*.lloo,.lloo
*.llqq,.llqq
*.LLTP,.LLTP
*.lltt,.lltt
*.lm,.lm
*.LMAO,.LMAO
*.LMAOxUS,.LMAOxUS
*.lmas,.lmas
*.LO0KC1ZHDFI,.LO0KC1ZHDFI
*.lO8s42,.lO8s42
*.loches,.loches
*.lock,.lock
*.Lock2017,.Lock2017
*.LOCK2023,.LOCK2023
*.lock2bits,.lock2bits
*.lock3,.lock3
*.LOCK75,.LOCK75
*.lock93,.lock93
*.lockbeast,.lockbeast
*.lockbit,.lockbit
*.LockBox,.LockBox
*.lock.browse.htm,.lock.browse.htm
*.LockCrypt,.LockCrypt
*.lockd,.lockd
*.LockDown,.LockDown
*.locked*,.locked
*.locked,.locked
*.locked-*,.locked-
locked.*,locked.
lock.*,lock.
*@LOCKED,@LOCKED
*.locked3,.locked3
*.locked3dllkierff,.locked3dllkierff
*.Locked-by-Mafia,.Locked-by-Mafia
*.locked_by_mR_Anonymous(TZ_HACKERS),.locked_by_mR_Anonymous(TZ_HACKERS)
*.LOCKED_BY_pablukl0cker,.LOCKED_BY_pablukl0cker
*.lockedbycrybaby,.lockedbycrybaby
*.LockedByte,.LockedByte
*.locked_file,.locked_file
*.lockedfile,.lockedfile
*.LOCKEDFILECR,.LOCKEDFILECR
*.lockedgood,.lockedgood
*.Locked-In,.Locked-In
*.locked-mafiaware,.locked-mafiaware
*.LOCKED_PAY,.LOCKED_PAY
*.LOCKED.txt,.LOCKED.txt
*.lockedpayransom1@gmailcom*,.lockedpayransom1@gmailcom
*.lockedv1,.lockedv1
*.locked.zip,.locked.zip
*.locker*,.locker
*.locker16,.locker16
*.LockerGoga,.LockerGoga
*.lockfile,.lockfile
*.LockfilesKR,.LockfilesKR
*.Lockify,.Lockify
*.lockis,.lockis
*.locklock,.locklock
*.locklocklock,.locklocklock
*.lockme,.lockme
*.locknet,.locknet
*.lockon,.lockon
*.LOCKOUT,.LOCKOUT
*.locks,.locks
*.LockTaiwan,.LockTaiwan
*.lockxx,.lockxx
*.locky,.locky
*.lockymap,.lockymap
*.lockz,.lockz
*.logger,.logger
*.Lohodf,.Lohodf
*.lokas,.lokas
*.lokd,.lokd
*.lokf,.lokf
*.loki,.loki
*.LokiLok,.LokiLok
*.lokitus,.lokitus
*.lol,.lol
*.LOL!,.LOL!
*.lola,.lola
*.loli,.loli
*.lolita,.lolita
*.lolkek,.lolkek
*.LolSec,.LolSec
*.LoMiAt,.LoMiAt
*.londec,.londec
*.LongTermMemoryLoss,.LongTermMemoryLoss
*.LonleyCrypt,.LonleyCrypt
*.lonleycryptedfile,.lonleycryptedfile
*.lonleyencryptedfile,.lonleyencryptedfile
*.LooCipher,.LooCipher
*.lookfornewitguy,.lookfornewitguy
*.loov,.loov
*.looy,.looy
*.loplup.*,.loplup.
*.loprt,.loprt
*.loptr,.loptr
*.lordofshadow,.lordofshadow
*.Lortok,.Lortok
*.losers,.losers
*.lost,.lost
*.Lost_Files,.Lost_Files
*.Lost_Files_Encrypt,.Lost_Files_Encrypt
*.lostinfo,.lostinfo
*.losttrustencoded,.losttrustencoded
*.lote,.lote
*.lotej,.lotej
*.lotep,.lotep
*.lotr,.lotr
*.LOTUS,.LOTUS
*.louis,.louis
*.love,.love
*.love$,.love$
*.loveransisgood,.loveransisgood
*.LoveServer,.LoveServer
*.lovewindows,.lovewindows
*.LoveYou,.LoveYou
*.loveyouisreal,.loveyouisreal
*.LowLevel04,.LowLevel04
*.lowprice,.lowprice
*.lpsk,.lpsk
*.lqepjhgjczo,.lqepjhgjczo
*.lqqw,.lqqw
*.lr,.lr
*.LRO,.LRO
*.lsas,.lsas
*.lsd,.lsd
*.LSOBKMHG,.LSOBKMHG
*.lssr,.lssr
*.LTC,.LTC
*.ltml,.ltml
*.ltnuhr,.ltnuhr
*.luboversova148,.luboversova148
*.luceq,.luceq
*.luces,.luces
*.lucifer,.lucifer
*_luck,_luck
*.luck_*,.luck_
*.lucknite,.lucknite
*.Lucky*,.Lucky
*.lucky,.lucky
*.luckyday,.luckyday
*.lukitus,.lukitus
*.lukitus-tiedostopäätettä,.lukitus-tiedostopäätettä
*.Lulz,.Lulz
*.lumino_locked,.lumino_locked
*.lurk,.lurk
*.lUUUUUUUUU,.lUUUUUUUUU
*.lux,.lux
*.luxy,.luxy
*.lx,.lx
*.lxhlp,.lxhlp
*.lXXwXXXNQ,.lXXwXXXNQ
*.LyaS,.LyaS
*.@LyDarkr,.@LyDarkr
*.lyli,.lyli
*.LYNX,.LYNX
*.m0nk3y,.m0nk3y
*.M0rphine,.M0rphine
*.m0sC0v1um,.m0sC0v1um
*.M142HIMARS,.M142HIMARS
*.m1nus*,.m1nus
*.m3g4c0rtx,.m3g4c0rtx
*.m3ga*,.m3ga
*.m3gac0rtx,.m3gac0rtx
*.ma1x0,.ma1x0
*.maak,.maak
*.maas,.maas
*.macaw,.macaw
*.MackDEV,.MackDEV
*.MadBit,.MadBit
*.maddog,.maddog
*.madebyadam,.madebyadam
*.madek,.madek
*.madekv120,.madekv120
*.mado,.mado
*.mafee,.mafee
*.Mafer,.Mafer
*.MAFIA,.MAFIA
*.MafiaWare,.MafiaWare
*.maga,.maga
*.magaskosh,.magaskosh
*.magic,.magic
*.magic_software_syndicate,.magic_software_syndicate
*.Magniber,.Magniber
*@.mail,@.mail
*@HorrorDeadBot,@HorrorDeadBot
*@mail.com*,@mail.com
*@mail.com.mkmk,@mail.com.mkmk
*@mail.ru*,@mail.ru
*.MailRU,.MailRU
*.mails,.mails
*.maiv,.maiv
*.major,.major
*.makkonahi,.makkonahi
*.makop,.makop
*.maktub,.maktub
*.Mal,.Mal
*.Malki,.Malki
*.mallox,.mallox
*.MALWAREDEVELOPER,.MALWAREDEVELOPER
*.malwarehunterteam,.malwarehunterteam
*.MalwareTech*,.MalwareTech
*.mamasitaq,.mamasitaq
*.mamba,.mamba
*.mame*vse,.mamevse
*.mammon,.mammon
*.mamo434376,.mamo434376
*.mango,.mango
*.maniac,.maniac
*.MANSORY,.MANSORY
*.manw,.manw
*.mao,.mao
*.Maoloa,.Maoloa
*.maos,.maos
*.mapo,.mapo
*.maql,.maql
*.Marduk,.Marduk
*.mariacbc,.mariacbc
*.mario,.mario
*.mark,.mark
*.Marlboro,.Marlboro
*.marnet2,.marnet2
*.Marozka,.Marozka
*.marra,.marra
*.MarraCrypt,.MarraCrypt
*.mars,.mars
*.MarsJoke,.MarsJoke
*.masked,.masked
*.masodas,.masodas
*.masok,.masok
*.masons,.masons
*.masscan,.masscan
*.master,.master
*.matamoe,.matamoe
*.math,.math
*.MATILAN,.MATILAN
*.MATRIX,.MATRIX
*.matu,.matu
*.MauriGo,.MauriGo
*.maxicrypt,.maxicrypt
*.MaxSteel.*,.MaxSteel.
*.maya,.maya
*.Maykolin,.Maykolin
*.maykolin1234@aol.com,.maykolin1234@aol.com
*.maysomware,.maysomware
*.mbed,.mbed
*.mbit,.mbit
*.mbrcodes,.mbrcodes
*.mbtf,.mbtf
*.mcafee,.mcafee
*.MCrypt2018,.MCrypt2018
*.mded,.mded
*.mdk4y,.mdk4y
*.MDRL,.MDRL
*.mechu4po,.mechu4po
*.mecury,.mecury
*.medal,.medal
*.meds,.meds
*.medsv162,.medsv162
*.Medusa,.Medusa
*.medusastealer,.medusastealer
*.meduza,.meduza
*.meduza24,.meduza24
*.mefilin,.mefilin
*.megac0rtx,.megac0rtx
*.megacortex,.megacortex
*.MegaLocker,.MegaLocker
*.MEHRO,.MEHRO
*.meka,.meka
*.mekwyk,.mekwyk
*.ment,.ment
*.mention9823,.mention9823
*.MEOW,.MEOW
*.Mercury,.Mercury
*.MERIN,.MERIN
*.merl,.merl
*.Merlin,.Merlin
*.MERRY,.MERRY
*.mers,.mers
*.MesaCorp,.MesaCorp
*.Mespinoza,.Mespinoza
*.messec,.messec
*.messenger-*,.messenger-
*.metan,.metan
*.Meteoritan,.Meteoritan
*.mew767,.mew767
*.mgs,.mgs
*.mh24,.mh24
*.miblqugb,.miblqugb
*.mich,.mich
*.micro,.micro
*.middleman2020,.middleman2020
*.midnight,.midnight
*.midwestsurinc,.midwestsurinc
*.mihq,.mihq
*.miia,.miia
*.miis,.miis
*.mijnal,.mijnal
*.mike,.mike
*.mikop,.mikop
*.mikoyan,.mikoyan
*.MILIHPEN,.MILIHPEN
*.MILIHPENN,.MILIHPENN
*.milkyway,.milkyway
*.mind,.mind
*.MindSystem,.MindSystem
*.mine,.mine
*.minex,.minex
*.minime,.minime
*.Minotaur,.Minotaur
*.miqe,.miqe
*.mira,.mira
*.MirCop,.MirCop
*.MireWare,.MireWare
*.Mischa,.Mischa
*.missing,.missing
*.mitu,.mitu
*.miza,.miza
*.mjlx,.mjlx
*.mkos,.mkos
*.mkp,.mkp
*mlagham.exe,mlagham.exe
*.mlap,.mlap
*.MLF,.MLF
*.mljx,.mljx
*.mlrd,.mlrd
*.mlwq,.mlwq
*.mlza,.mlza
*.mmdt,.mmdt
*.mme,.mme
*.mmm,.mmm
*.mmnn,.mmnn
*.mmob,.mmob
*.mmpa,.mmpa
*.mmpu,.mmpu
*.MMTA,.MMTA
*.mmteam,.mmteam
*.mmuz,.mmuz
*.mmvb,.mmvb
*.MMXXII,.MMXXII
*.mnbzr,.mnbzr
*.mnc,.mnc
*.Mnd4,.Mnd4
*.mnlywjzi,.mnlywjzi
*.MNS,.MNS
*.MNX,.MNX
*.mo2,.mo2
*.mo7n,.mo7n
*.moba,.moba
*.Mobef,.Mobef
*.mockba,.mockba
